Column1,index,ID,Tweet,Timestamp,Likes,Retweets,Length,Date,Time,Class
4891,4892,1.50848E+18,سيتذكر التاريخ اكسبو  اقيم  رغم انف كورونا التميز العلامة الفارقة لامارات داءما    اكسبو ,3/28/22 19:16,0,0,197,3/28/2022,4:16:41 PM,positive
4892,4893,1.50846E+18,محمد بن راشد ومع خواتيم اكسبو نطلق القمة العالمية لحكومات والتي تستقبل  مشارك  دولة اضافة  منظمة دولية مشاركة قمة عالمية نودع اهم حدث عالمي البيان القارء داءما,3/28/22 18:18,5,0,230,3/28/2022,3:18:50 PM,positive
4893,4894,1.50846E+18,باذن اله بنكسر الرقم القياسي اكسبو ,3/28/22 17:51,0,0,51,3/28/2022,2:51:59 PM,positive
4894,4895,1.50846E+18,اكسبو عد الموجودين اكسبو,3/28/22 17:45,0,0,41,3/28/2022,2:45:50 PM,positive
4895,4896,1.50845E+18,منكم يذكر  ليلة الامارات احرجت ضيفانها جا ريس اسراءيل العلوم ابن بدرالدين شام وشانها اشر بيمناه لقويات العزوم  حطت نيشانها اكسبو صاب اليهودي قل نوم حرم وطلق كب مهرجانها جعلك يبوجبريل لانصارك تدوم صحت يمينك عز ربي شانها بـ    ,3/28/22 17:29,12,8,327,3/28/2022,2:29:14 PM,negative
4896,4897,1.50845E+18,مين يعطيني تذاكر اصاله اكسبو واعطيه,3/28/22 17:05,1,0,45,3/28/2022,2:05:13 PM,neutral
4897,4898,1.50844E+18,     ليبيا تقص لزوارها حكاية تاسيسها عبر جناحها اكسبو دبي  عرضها لمجسمات مصغرة لاشهر معالمها الحضارية والتاريخية مدخل الجناح اليبي نرا تعريفا بسيطا مصدر تسمية دولة ليبيا نسبة لقباءل ليبيا اكسبو اصدقاء الامارات العربية المتحدة بليبيا,3/28/22 16:26,2,1,292,3/28/2022,1:26:09 PM,neutral
4898,4899,1.50843E+18,فلسطين اكسبو      ,3/28/22 16:22,2,0,45,3/28/2022,1:22:22 PM,positive
4899,4900,1.50843E+18,صر دبي الهدف الاساسي اكسبو عد الاجنحة الي قدرت ازورها قليل جدا بالمقارنه بالناس الي تحرص علا العبور فقط جناح الحصول علا ختم الجواز الابيض الاصفر طريقتي مختلف انا حريصه علا عيش التجربه الحظه ,3/28/22 16:04,2,0,260,3/28/2022,1:04:36 PM,negative
4900,4901,1.50842E+18,شي معور قلبي هالفترة وداع اكسبو    ليش يمدونه مدوا القرية ,3/28/22 15:12,6,0,80,3/28/2022,12:12:56 PM,positive
4901,4902,1.5084E+18,اطلاق النسخة الرابعة لمنتدا الدولي لريادة الاعمال الاستثمار  فاعاليات اكسبو دبي ,3/28/22 14:08,2,1,145,3/28/2022,11:08:46 AM,neutral
4902,4903,1.5084E+18,احتفالا بنجاح اكسبو دولي المنطقة مجوهرات فاخرة تخلد الشعار الرسمي لـ اكسبو دبي  زهرة الخليج تلهمنا زهرة الخليج مارس ,3/28/22 14:00,0,0,185,3/28/2022,11:00:00 AM,positive
4903,4904,1.50839E+18,هالمكان جلسة صلح ولقاء بالصدفه مرتب شخصين مختلفين اكسبو,3/28/22 13:34,0,0,111,3/28/2022,10:34:33 AM,neutral
4904,4905,1.50839E+18,اكسبو والجو جميل ,3/28/22 13:07,0,0,47,3/28/2022,10:07:28 AM,positive
4905,4906,1.50838E+18,جناح السودان فا اكسبو دبي اطلع كافة دول العالم علا الابداع والتميز السودان التعرف علا الشباب المبدعين المبتكرين لتزداد فرصهم فا المعرض العالمي,3/28/22 13:04,2,0,178,3/28/2022,10:04:42 AM,positive
4907,4908,1.50837E+18,تصمیم وانشاء مواقف سیارات باعلا جودة وبمعایر مثالیة بایدي خبراء مبدعین مظلات حداءق سقف متحرك خیم غرف حدیقة زجاج الامارات غازیبو مقاولات بناء اكسبو قبة سماویة,3/28/22 11:59,0,0,302,3/28/2022,8:59:29 AM,positive
4908,4909,1.50836E+18,وزيرة التعاون الدولي تزور الامارات لمشاركة فعاليات اكسبو دبي ,3/28/22 11:17,1,0,97,3/28/2022,8:17:12 AM,neutral
4911,4912,1.50833E+18,مقال دروس اكسبو بقلم فاطمة المزروعي البيان القارء داءما ,3/28/22 9:23,3,1,123,3/28/2022,6:23:27 AM,neutral
4914,4915,1.50832E+18,شكرا لكل خط ونفذ وساعد علا انجاح اكسبو  دبي الملاين خرجوا مبهورين  الكل رفعوا القبعة احتراما لمنجز الاماراتي سهر اليل عملا والنهار نشاطا  لتحقيق الافضل لبشرية  ليقول لعالم  بامكانا والمساهمة بقوة الحضارة الانسانية,3/28/22 9:01,4,3,275,3/28/2022,6:01:10 AM,positive
4915,4916,1.50832E+18,سلطان الجابر الجلسة الافتاحية لـ منتدا الطاقة العالمي لمجلس الاطلسي مشاركة  جناحا وطنيا  اتاح اكسبو لقادة القطاع واضعي السياسات منصة مثالية وشاملة لمناقشة المواضيع الرءيسية تلعب دورا مءثرا تشكيل المشهد العام لقطاع الطاقة وام,3/28/22 9:00,4,2,292,3/28/2022,6:00:43 AM,positive
4920,4921,1.50827E+18,السياحة في الامارات وجهات دبي نودع اكسبو  دبي الحدث العالمي الميز الكبير استضافته الامارات بمشاركة  دولة العالم شكرا اكسبو دبي شكرا لكل عمل لانجاح الدورة الاستثناءية الميزة معرض اكسبو,3/28/22 5:36,29,8,279,3/28/2022,2:36:17 AM,positive
4923,4924,1.50818E+18,نفسي اسافر دبي علشان اكسبو لاسف ,3/27/22 23:34,1,1,64,3/27/2022,8:34:32 PM,positive
4925,4926,1.50816E+18,شركات اماراتية تدعم رءية اكسبو عبر تسريع الاثر الاجتماعي  الخليج الاقتصادي الخليج خمسون عاما,3/27/22 22:15,0,1,127,3/27/2022,7:15:00 PM,neutral
4926,4927,1.50814E+18, تنظيم راءع ويسرق الالباب والقلوب وزاد روعه بتكليفك يابو ريان اكسبو,3/27/22 21:03,1,0,87,3/27/2022,6:03:58 PM,positive
4927,4928,1.50814E+18,تعرف النجاح الامارات الامارات اليوم اكسبو دبي ,3/27/22 21:01,1,0,80,3/27/2022,6:01:53 PM,positive
4928,4929,1.50814E+18,جناح الملكة معرض اكسبو  دبي يشارك فعالية ساعه الارض ساعه الارض الملكة العربية السعودية ,3/27/22 20:55,1,1,157,3/27/2022,5:55:50 PM,positive
4929,4930,1.50813E+18,ساعات وينتهي اكسبو دبي  وتنتهي انجح فعالية عالمية تنتهي دبي تنظيم واستضافة احداث عالمية جديدة قلب الامارات النابض بالحياة,3/27/22 20:16,4,2,146,3/27/2022,5:16:04 PM,positive
4931,4932,1.50812E+18,خليفة بن طحنون يشارك ابناء الشهداء وذويهم مبادرة رحلة وطن تضمنت افتاح بوابة اكسبو دبي  وزيارة متحف المستقبل,3/27/22 19:33,2,1,147,3/27/2022,4:33:00 PM,positive
4932,4933,1.50812E+18,قضيت يوما متعا بصحبة معالي الشيخ نهيان بن مبارك ال نهيان متجولا سموه اجنحة اكسبو دبي حضرت معاليه فعاليات الحدث المبهر تجتمع المعرفة والثقافة والترفيه مكان واحد ستظل تجربة دبي تنظيم اكسبو قصة نجاح مبهرة بكل تفاصيلها المدهشة الامارات ,3/27/22 19:24,14,6,304,3/27/2022,4:24:57 PM,positive
4933,4934,1.50811E+18,خليفة بن طحنون يرافق ذوي الشهداء افتاح بوابة اكسبو دبي  علوم الدار,3/27/22 19:10,7,3,105,3/27/2022,4:10:47 PM,neutral
4934,4935,1.50811E+18,وينتهي الحدث الاضخم تاريخ دولتنا العظيمة اكسبو,3/27/22 18:59,2,0,57,3/27/2022,3:59:06 PM,positive
4935,4936,1.50811E+18, كثر ماسمعت الانجاز العظيم اكسبو جناح السعوديه تمنيت ازوره استطعنا استطعنا,3/27/22 18:49,1,0,103,3/27/2022,3:49:40 PM,positive
4936,4937,1.50811E+18,عد مرعب اكسبو,3/27/22 18:42,0,0,19,3/27/2022,3:42:48 PM,positive
4937,4938,1.50811E+18,السعودية في اكسبو نطمح تكون اكسبو السعودية العظما    ,3/27/22 18:40,1,0,70,3/27/2022,3:40:08 PM,positive
4938,4939,1.50809E+18,فيديو وزير التسامح والتعايش  المفوض العام لاكسبو  دبي نهيان بن مبارك يشهد برنامج الاحتفال بالمتطوعين اكسبو وتكريم الشركاء الداعمين صحيفة الخليج الخليج خمسون عاما,3/27/22 17:48,4,1,200,3/27/2022,2:48:05 PM,neutral
4939,4940,1.50809E+18,بتوله علا زحمة طابور الجناح السعودي اكسبو,3/27/22 17:22,0,0,42,3/27/2022,2:22:04 PM,negative
4940,4941,1.50809E+18,بتوله علا حسبة عد الاجنحة الي خلصتها اكسبو,3/27/22 17:20,0,0,57,3/27/2022,2:20:24 PM,negative
4941,4942,1.50809E+18,بتوله علا الهنود الي ماعندهم مبدا التباعد اكسبو,3/27/22 17:19,1,0,48,3/27/2022,2:19:50 PM,negative
4942,4943,1.50809E+18,بتوله علا صوتها تقول زوارنا الاعزاء  سلامتكم اولويتنا  اكسبو,3/27/22 17:19,1,0,71,3/27/2022,2:19:09 PM,negative
4943,4944,1.50808E+18,شرطة دبي قسم حماية اكسبو البوابات الباليه شكرا جزيلا محمد بن راشد علا هالابداع العذب والراقي ويستاهلون التكريم اعيالك رمضان المعمري وطاقم المبنا والاتصالات والخدمات اكسبو,3/27/22 16:37,0,0,181,3/27/2022,1:37:00 PM,positive
4946,4947,1.50804E+18,الشاعرة السودانية سارة شمس المعارف اطلقت ديوان شعرها اعاصير الشجن بجناح السودان اكسبو  بالامارات ,3/27/22 14:15,9,0,132,3/27/2022,11:15:00 AM,positive
4947,4948,1.50804E+18,توفیر نظام امن لسحب الاغلاق ھو اھم یمیز السقف المتحرك وي رايز فخبرتنا الھندسیة معتمدة علا فریق الخبراء الفنین الاختصاصین الالمنیوم زجاج دبي الامارات الشارقة قطر الكویت البحرین الخلیج مقاولات بناء اكسبو باركنك سیارات تصمیم ,3/27/22 14:05,0,0,303,3/27/2022,11:05:42 AM,neutral
4948,4949,1.50801E+18,اني بالعيش بداخل دولة الامارات العربية ادركت معني الخوف والعمل لمصلحة الشعب فالقيادات الاماراتية تسعي داءما لتطوير كافة المجالات تخصهم لتحسين رفاهية العيش جعلها امنة مبادرة الاءحة الوطنية لبناء الاخضر المستدام اطلقتها اكسبو ,3/27/22 12:25,0,0,278,3/27/2022,9:25:41 AM,positive
4949,4950,1.50801E+18,اسرع شي مكن تسويه انك تدخل اكسبو س  تطلع   الزبده تروحو ناس تحب الفعاليات ,3/27/22 12:00,0,0,118,3/27/2022,9:00:23 AM,neutral
4952,4953,1.50799E+18,خاطريه احضر القمة الحكومية اكسبو دبي  القمة العالمية لحكومات اكسبو,3/27/22 10:49,0,0,88,3/27/2022,7:49:26 AM,positive
4953,4954,1.50798E+18,يسدل الستار علا فعاليات اكسبو دبي   الجاري  بحفل ختامي يبهر العالم  يقام ساحة الوصل  القلب النابض لاول اكسبو دولي يقام المنطقة  والمكان اقيم حفل الافتاح الساحر علوم الدار,3/27/22 10:23,4,3,236,3/27/2022,7:23:23 AM,positive
4954,4955,1.50798E+18,شاركت العديد الجامعات والكليات دولة الامارات والعالم  اكسبو  دبي  ملامح التحول التعليم  لتكون مخرجاته مرتبطة مباشرة بالمستقبل المهني الوظيفي لطلبة علوم الدار ,3/27/22 10:12,6,3,206,3/27/2022,7:12:25 AM,positive
4955,4956,1.50798E+18,الجناح السعودي اكسبو,3/27/22 10:01,4,0,46,3/27/2022,7:01:09 AM,neutral
4956,4957,1.50796E+18,اليمن يحتفل باليوم الوطني اكسبو  دبي تفاصيل وصور اليمن يحتفل باليوم الوطني اكسبو دبي الغد المشرق اشراقة الامل لاعلام اليمن نايلسات  عمودي    تابعونا علا الحساب الرسمي علا تويتر الصفحة الرسمية علا فيسبوك,3/27/22 8:44,0,0,273,3/27/2022,5:44:28 AM,neutral
4957,4958,1.50794E+18,تشرفت وزارة تنمية المجتمع بتكريم عد موظفيها المتقاعدين حفل تنظيمه اكسبو  دبي شعار كفيتوا وفيتوا عبرت خلاله معالي حصة بوحميد  وزيرة تنمية المجتمع شكرها وامتنانها قدموه اعوام مكلة بالتميز والعطاء,3/27/22 7:25,4,0,260,3/27/2022,4:25:22 AM,positive
4958,4959,1.50783E+18,الیة مریحة لطي الانزلاق تلاءم الظروف الجویة نوفرھا بمظھر عصري نموذجي بجودة عالیة اسعار منافسة سقف متحرك مسابح مطاعم خیم غرف حدیقة الالمنیوم زجاج دبي الامارات عجمان ابوظبي القوز البحرین الخلیج مقاولات بناء اكسبو باركنك سیارات ,3/27/22 0:11,0,0,300,3/26/2022,9:11:26 PM,positive
4959,4960,1.50783E+18,الیة مریحة لطي الانزلاق تلاءم الظروف الجویة نوفرھا بمظھر عصري نموذجي بجودة عالیة اسعار منافسة سقف متحرك مسابح مطاعم خیم غرف حدیقة الالمنیوم زجاج دبي الامارات البحرین الخلیج مقاولات بناء اكسبو باركنك سیارات تصمیم,3/27/22 0:11,0,0,285,3/26/2022,9:11:02 PM,positive
4960,4961,1.50783E+18,خصوصیة اضافیة بناءھا منفصلة مكان اقامتك الرءیسيتوفر الحمایة الریح الغبار ترد الحصول علا غرفة زجاجیة تزید جمالیة منزلك اتصل سقف متحرك مسابح مطاعم خیم غرف حدیقة الالمنیوم زجاج دبي بناء اكسبو باركنك سیارات تصمیم,3/27/22 0:05,0,0,303,3/26/2022,9:05:08 PM,neutral
4961,4962,1.50783E+18,خصوصیة اضافیة بناءھا منفصلة مكان اقامتك الرءیسيتوفر الحمایة الریح الغبار ترد الحصول علا غرفة زجاجیة تزید جمالیة منزلك اتصل سقف متحرك مسابح مطاعم خیم غرف حدیقة الالمنیوم زجاج دبي بناء اكسبو باركنك سیارات تصمیم ,3/27/22 0:03,0,0,303,3/26/2022,9:03:59 PM,neutral
4962,4963,1.50781E+18,مكن تمدون اكسبو     ,3/26/22 23:04,0,0,25,3/26/2022,8:04:42 PM,positive
4963,4964,1.50779E+18,لاترحل      اكسبو ,3/26/22 21:47,0,0,57,3/26/2022,6:47:51 PM,positive
4964,4965,1.50779E+18,مجوهرات وحي اكسبو دبي ,3/26/22 21:41,0,0,51,3/26/2022,6:41:50 PM,neutral
4965,4966,1.50779E+18,اطلاق كتاب اماراتي السرطان الوطن العربي اكسبو  صحيفة الخليج الخليج خمسون عاما,3/26/22 21:30,0,0,123,3/26/2022,6:30:00 PM,neutral
4966,4967,1.50778E+18,فرصة اخيرة السعودية محمد بن سلمان محمد بن زايد تحالف العدوان الرياض ابوظبي جدة دبي ارامكو اكسبو ان عدتم عدنا اليمن مقبرة الغزاة,3/26/22 21:15,2,0,172,3/26/2022,6:15:38 PM,neutral
4967,4968,1.50778E+18,وداعا اكسبو  ,3/26/22 21:06,0,0,39,3/26/2022,6:06:49 PM,positive
4968,4969,1.50778E+18,اكسبو عالم    ,3/26/22 21:02,0,1,43,3/26/2022,6:02:26 PM,positive
4969,4970,1.50777E+18,التميز التاريخ الحاضر المستقبل الجناح السعودي الميز جدا التوفيق والشكر علا الابداع معرض الابداع والمستقبل الاجمل لعالم اجمع دبي الامارات      الجناح السعودي اكسبو السعودية,3/26/22 20:35,6,2,232,3/26/2022,5:35:31 PM,positive
4970,4971,1.50776E+18,جناح ايطاليا اكسبو   ,3/26/22 19:56,0,0,49,3/26/2022,4:56:29 PM,neutral
4971,4972,1.50776E+18,الصور اكسبو ,3/26/22 19:49,2,0,68,3/26/2022,4:49:53 PM,neutral
4972,4973,1.50775E+18,كلنا فخر بفوز الملكة العربية السعودية بجاءزة افضل جناح معرض اكسبو دبي وحصد جاءزتي افضل تصميم خارجي وافضل عرض تشرفت الاسبوع بزيارة جناح السعودية اكسبو  اكسبو دبي ,3/26/22 19:00,0,0,210,3/26/2022,4:00:47 PM,positive
4973,4974,1.5077E+18,جناحة جامعة الامارات     تفاعلي لدرجة يقيمك    اكسبو,3/26/22 15:57,0,0,61,3/26/2022,12:57:41 PM,positive
4974,4975,1.50769E+18,عبد الرحمن العور يزور جناحي كرواتيا بوليفيا اكسبو  دبي,3/26/22 14:54,1,0,105,3/26/2022,11:54:44 AM,neutral
4975,4976,1.50768E+18,استمتع المشاركون بالجري اجنحة الدول المشاركة اكسبو والاجواء العاءلية الميزة رافقت السباق  حصل المشاركين علا ميدالية ميزة تحمل شعار اكسبو وصولهم خط النهاية البيان الرياضي,3/26/22 14:31,0,0,209,3/26/2022,11:31:06 AM,positive
4976,4977,1.50767E+18,متبقية اكسبو  يختم فعالياته  رءية الامارات عين في كل مكان الامارات العد التنازلي ختام فعاليات المعرض الدولي اكسبو ,3/26/22 13:44,2,2,172,3/26/2022,10:44:09 AM,positive
4977,4978,1.50766E+18,اكسبو يختم اشهر تاريخية بحفل يبهر العالم  هات بوست,3/26/22 13:07,0,0,99,3/26/2022,10:07:32 AM,positive
4978,4979,1.50766E+18,مقتطفات وفد مءسة الفجيرة لموارد الطبيعية اكسبو  يعد الحدث الاهم نوعه الدولة المنطقة تجول الوفد اجنحة العديد الدول المشاركة اكسبو ,3/26/22 12:48,5,0,216,3/26/2022,9:48:56 AM,neutral
4979,4980,1.50765E+18,الشيخة لطيفة بنت راشد ال مكتوم تزور الجناح السوري اكسبو دبي زارت الشيخة لطيفة بنت محمد راشد ال مكتوم  الجناح السوري اكسبو  دبي  استقبلها المفوض العام لجناح سفير سورية الامارات غسان عباس سكوب,3/26/22 12:12,2,0,240,3/26/2022,9:12:26 AM,neutral
4980,4981,1.50764E+18,الحين مهلا اكسبو عقب شهر مهلا رمضان ,3/26/22 12:03,12,0,39,3/26/2022,9:03:15 AM,positive
4981,4982,1.50762E+18,جاهزين لحفلة اليلة    عصام ساتي نيلوس اكسبو  ,3/26/22 10:27,15,1,124,3/26/2022,7:27:40 AM,neutral
4983,4984,1.50761E+18,تشرفنا بحضور منتدا سلامة الحياة الرقمية وجودة الحياة لشباب العربي نظمته جمعية كشافة الامارات اكسبو دبي شكرنا الجزيل علا اختيار الموضوع يعتبر اهم تحدي لشباب العربي ونشكرهم لحضور مثلين اغلب الدول العربية جهود مشكورة ومقدرة  ,3/26/22 9:57,7,4,282,3/26/2022,6:57:16 AM,positive
4985,4986,1.50761E+18,صورة اليوم امومة اكسبو  اكسبودبي البيان القارء داءما,3/26/22 9:39,5,0,132,3/26/2022,6:39:06 AM,neutral
4986,4987,1.50749E+18,بشرا سارة لاهل العين   دورات بالاطفال الاجازة الفصلية    بيءة تعليمية ترفيهيةو تفاعلية    المكان الافضل لخلق الابداع نفوس الاطفال مصنع قادة المستقبل   العين دبي ابوظبي عجمان الشارقة راك ام القيوين الفجيرة اكسبو اكسبو اميات ,3/26/22 1:55,0,0,283,3/25/2022,10:55:06 PM,positive
4987,4988,1.5074E+18,السياحة في الامارات وجهات دبي نودع اكسبو  دبي الحدث العالمي الميز الكبير استضافته الامارات بمشاركة  دولة العالم شكرا اكسبو دبي شكرا لكل عمل لانجاح الدورة الاستثناءية الميزة معرض اكسبو ,3/25/22 19:46,33,4,278,3/25/2022,4:46:52 PM,positive
4988,4989,1.50739E+18,بزيارة جناح السودان فا اكسبو دبي سعادة السفير سالم الجنيبي سفير دولة الامارات الشقيقة بالسودان الاطلاع علا الابداع والتميز الجناح السوداني التعرف علا طبيعة مشاركة الشباب المبدع المبتكرين فا المعرض العالمي     ,3/25/22 19:06,1,0,261,3/25/2022,4:06:41 PM,positive
4990,4991,1.50735E+18,فعاليات ميزة لجناح السوري معرض اكسبو اسبوعه الاخير التفاصيل علا الرابط ,3/25/22 16:23,1,0,130,3/25/2022,1:23:32 PM,positive
4991,4992,1.5073E+18,قمة الحكومات موسم الاجازات يقفزان باعداد الزيارات الذروة رءية الامارات عين في كل مكان الامارات عد الزيارات اكسبو الذروة,3/25/22 13:11,0,0,167,3/25/2022,10:11:12 AM,neutral
4993,4994,1.50728E+18,موسم الاجازات يقفز بزيارات اكسبو الذروة وام برق الامارات,3/25/22 11:59,139,34,94,3/25/2022,8:59:03 AM,neutral
4994,4995,1.50727E+18,الاصدقاء لجناح الكويت   في دبي اكسبو مصاحب بتصوير فيديو لمدخل الجناح علا صوت شادي الخليج وصاحبته بهذه السطور لغصة القلب   ,3/25/22 11:27,1,0,164,3/25/2022,8:27:50 AM,neutral
4995,4996,1.50712E+18,تطبيق ابتكار طلاب كلية الهندسة المعلوماتية جامعة دمشق يشارك معرض اكسبو دبي مشروعنا يستهدف القطاع التجاري بالدرجة الاولا سوريا سوريون المختار باسل محرز المدينة اف ام ,3/25/22 1:32,3,0,220,3/24/2022,10:32:17 PM,neutral
4997,4998,1.50707E+18,ياله بصدفه يبدع الحظ تخطر بخاطر تطري البال مساء الخير اكسبو دبي تصويري,3/24/22 22:11,0,0,118,3/24/2022,7:11:20 PM,positive
4998,4999,1.50707E+18,ناءب وزير الشءون البلدية والقروية والاسكان يزور الجناح السعودي اكسبو دبي  اكسبو  السعودية ,3/24/22 21:46,2,0,157,3/24/2022,6:46:52 PM,neutral
4999,5000,1.50706E+18,اهني مشجع قر يروح اكسبو ويتغاضا مباراة منتخبنا الفاشلة,3/24/22 21:14,1,1,65,3/24/2022,6:14:44 PM,positive
5001,5002,1.507E+18,اكسبو  دبي حفل النجم الاماراتي حسين الجسمي تفاصيل وصور اكسبو دبي حفل النجم الاماراتي حسين الجسمي انضموا الينا لاستمتاع بامسية غناءية تنسا النجم الاماراتي حسين الجسمي امسيات خالدة ساحة الوصل  الساعة  ,3/24/22 17:23,0,0,273,3/24/2022,2:23:33 PM,neutral
5002,5003,1.507E+18,ثرية ومتعة اكسبو  تعرفنا علا ثقافة الدول واطلعنا علا تراثها ومشاريعها المستقبلية انبهرنا جدا وغمرتنا مشاعر الفخر بجناح السعودية افضل جناح وافضل تصميم خارجي وافضل عرض باذن اله نشهد استضافة ملكتنا الغالية اكسبو  ,3/24/22 17:20,0,0,270,3/24/2022,2:20:43 PM,positive
5003,5004,1.50698E+18,الجناح اليمني القريه العالميه دبي  الون التهامي اكسبو دبي الامارات ,3/24/22 16:22,0,0,97,3/24/2022,1:22:44 PM,neutral
5004,5005,1.50698E+18,ملتقا الاستثمار السنوي اكبر منصة استثمارية الشرق الاوسط  يهدف احداث تحول اقتصادي توفير فرص الاستثمار المختلفة تفوت فرصة المشاركة التجربة الغنية النسخة الحادية الملتقا   مركز دبي لمعارض داخل اكسبو  ,3/24/22 16:03,0,1,278,3/24/2022,1:03:23 PM,neutral
5005,5006,1.50697E+18,ھل یعجبك السھر غرفتك متاملا جمال النجوم    سقف متحرك مسابح مطاعم خیم غرف حدیقة الالمنیوم زجاج دبي الامارات الشارقة شركة مظلات حداءق عجمان ابوظبي القوز السعودیة قطر الكویت البحرین الخلیج مقاولات بناء اكسبو باركنك سیارات,3/24/22 15:12,0,0,300,3/24/2022,12:12:53 PM,positive
5006,5007,1.50697E+18,رایك بكتاب وكوب قھوة دافء مكان كهذا    سقف متحرك مسابح مطاعم خیم غرف حدیقة الالمنیوم زجاج دبي الامارات الشارقة شركة مظلات حداءق عجمان ابوظبي القوز السعودیة قطر الكویت البحرین الخلیج مقاولات بناء اكسبو باركنك سیارات,3/24/22 15:12,0,0,298,3/24/2022,12:12:34 PM,neutral
5007,5008,1.50695E+18,جناح السودان اكسبو دبي فرصة ذهبية لسودان فقد نجح التواصل كافة العالم عكس الثروات الامكانيات يمتلكها السودان لمشاركة والتعاون ,3/24/22 14:23,1,0,170,3/24/2022,11:23:43 AM,positive
5008,5009,1.50692E+18,اكبر الانجازات العظيمة لمهرجان اكسبو الاماراتي حضور الفلكلور الافريقي الراقص وجود الجناح الاسراءيلي المحتل عيني علا التقدم والتنمية اكسبو,3/24/22 11:53,0,0,181,3/24/2022,8:53:49 AM,positive
5009,5010,1.50687E+18,انصح بزيارة اكسبو وشراء تذكارات الاجنحة المعروضات تمثل حضارة البلد وفرصة اختيار القطع تبقا ذكرا لهذا الحدث لعالمي,3/24/22 8:33,2,1,131,3/24/2022,5:33:18 AM,positive
5010,5011,1.50674E+18,الامارات ارض الخير شهدت اقبال جماهيري علا اكسبو  دبي كافة انحاء العالم        ,3/24/22 0:23,0,0,115,3/23/2022,9:23:22 PM,positive
5011,5012,1.50673E+18,وفد مقاطعة انتيوكيا الكولومبية يبحث فرصا جديدة لتجارة والاستثمار اكسبو صحيفة الخليج الخليج خمسون عاما,3/23/22 23:45,1,0,137,3/23/2022,8:45:00 PM,neutral
5012,5013,1.50671E+18,اغلا برجر وعصير اشتريتهم بحياتي الجناح النيوزلندي تقيمي    راتبي ال والحمدله اكسبو ,3/23/22 21:50,9,2,129,3/23/2022,6:50:57 PM,neutral
5013,5014,1.5067E+18,الاماراتية فاطمة ال علي متطوعة تحوز قلب اكسبو اخبار سعادة ,3/23/22 21:45,2,0,100,3/23/2022,6:45:48 PM,positive
5014,5015,1.5067E+18,سياحة تعرف اكسبو جولة معرض اكسبو  دبي ينتهي المعرض  مشاهده متعه   ,3/23/22 21:34,4,7,217,3/23/2022,6:34:54 PM,neutral
5015,5016,1.50669E+18,التقا سعادة السفير عزام القين بمعالي وزيرة الخارجية امارة اندورا وتناول القاء المواضيع الاهتمام المشترك اشادت القاء بتميز الجناح السعودي معرض اكسبو دبي  وفد الحكومة لمعرض يعكس مدا التطور وصلت اليه الملكة,3/23/22 20:40,16,4,303,3/23/2022,5:40:06 PM,neutral
5016,5017,1.50668E+18,عبداله بن زايد يستقبل ناءب رءيس الباراغواي مقر اكسبو  دبي,3/23/22 19:54,3,0,93,3/23/2022,4:54:15 PM,neutral
5018,5019,1.50667E+18,عبداله بن زايد يستقبل ناءب رءيس الباراغواي مقر اكسبو دبي  علوم الدار,3/23/22 19:14,6,4,108,3/23/2022,4:14:50 PM,neutral
5019,5020,1.50666E+18,انطلاق الدورة الرابعة لمنتدا العالمي لاعمال لدول امريكا الاتينية اكسبو  دبي تقرير احمد الطنيجي علوم الدار ,3/23/22 19:10,1,2,148,3/23/2022,4:10:07 PM,neutral
5020,5021,1.50665E+18,اكسبو الزمن ,3/23/22 18:03,0,0,36,3/23/2022,3:03:42 PM,positive
5021,5022,1.50662E+18,باواخر اكسبو لازم تكون  ,3/23/22 16:23,1,0,79,3/23/2022,1:23:18 PM,positive
5022,5023,1.5066E+18,اكسبو برنامج اكسبو لمدارس يمنح شهادة تقدير لتلميذ اليبي محمد عمر المحريق وذلك الاداء المتميز برنامج نجوم اكسبو المستقبل اصدقاء الامارات العربية المتحدة بليبيا,3/23/22 15:06,2,2,198,3/23/2022,12:06:37 PM,positive
5023,5024,1.50658E+18,مكتوم بن محمد يستقبل ناءب رءيس وزراء اليونان اكسبو  البيان القارء داءما,3/23/22 13:30,0,0,102,3/23/2022,10:30:06 AM,neutral
5024,5025,1.50658E+18,معرض الشارقة لساعات والمجوهرات اكسبو ياله حريم اربعوا  ويلها الي بتمط المريه يدي سالم الشعيبي  نغزه حق الحريم المتخرعات,3/23/22 13:20,0,0,147,3/23/2022,10:20:06 AM,neutral
5025,5026,1.50657E+18,تكريم ادارة الدفاع المدني بدبي وذلك لتعاون فريق عمل جهة البث المضيفة لاكسبو  تطوعا دعم اجراءات الامن والسلامة وتدريب الموظفين علا اجراءات الامن والسلامة مواقع التصوير اكسبو اكسبودبي ,3/23/22 13:03,1,0,224,3/23/2022,10:03:48 AM,positive
5026,5027,1.50654E+18,احتفلت جمهورية اليونان بيومها الوطني  ساحة الوصل  القلب النابض لاكسبو  دبي وحضر الاحتفال  الشيخ نهيان مبارك ال نهيان  وزير التسامح والتعايش  والمفوض العام لاكسبو  اكسبو    ,3/23/22 11:11,8,0,211,3/23/2022,8:11:45 AM,positive
5027,5028,1.50653E+18,يفوتكم عرض مفعم بالحيوية لـ دي جيه دبليو اكسبو دبي اكسبو,3/23/22 9:56,0,0,98,3/23/2022,6:56:41 AM,positive
